Lambda	mean_reco_loss	mean_prior_loss	mean_std_H	std_reco_loss	std_prior_loss	std_std_H	corr_H	corr_W	std_corr_h	std_corr_w
0.1	0.0063188963816583855	0.028500640554308544	1.3336010415955841	6.135845170945813e-05	0.0016886947159112941	0.08584208669911916	0.3433755346105042	0.8360100567541501	0.12289561849337705	0.025517274641911728
0.24484367468222268	0.006298689437105423	0.024489936365163063	1.731500783056394	7.846437016578828e-05	0.0011761717944808131	0.3642610512104999	0.6478017314732283	0.8611630578031729	0.1822259556703948	0.08406612161482027
0.599484250318941	0.006469405541168485	0.020265844934545342	1.8208381758945507	8.995710393093078e-05	0.001592434814038271	0.6122649052099212	0.7186528418651819	0.8691819223013562	0.14704715130445206	0.04552751629643536
1.4677992676220697	0.011579137595409555	0.014302691378545705	3.4241828280532127	0.003151541838906312	0.002813943897741127	0.4620718415168764	0.14330445647782825	0.6143708283954087	0.2355196749671416	0.08041054679081175
3.5938136638046276	0.013956154401765657	0.008598313642761927	4.281056719804857	0.001825449388824368	0.001325777219457509	0.9910554738451679	0.22832171130173284	0.6528282417505317	0.2521997726107336	0.05338821076409975
8.79922543569107	0.01819826894338026	0.004636082519218263	6.484570866596464	0.0015840351017588807	0.0004933169778531858	0.6769500382378129	0.276621811018536	0.6387711096656936	0.25313765349397627	0.059962849594347147
21.544346900318846	0.02135594827692867	0.0024001995938320066	9.63581043679667	0.001443960601617828	0.00010447619931808422	0.2929239029284475	0.3416525368671997	0.6560746216652649	0.1638222816643485	0.03416812791877633
52.749970637026195	0.023027673941483272	0.0013649369973750673	12.807339694452839	0.0002905529098173779	7.727667483867229e-05	0.40085526523333753	0.4484368827301791	0.6724194334824324	0.2723488234655116	0.06669016822136974
129.1549665014884	0.02367187768925364	0.0007776337987611623	17.024988428161333	0.0018640138908650235	7.854576734072864e-05	0.9397938720273732	0.01705395025236788	0.5997009098099422	0.10594158897673926	0.04535102941914732
316.22776601683796	0.02583588892011653	0.0005189332454920172	20.753916253221625	0.001805366624488978	1.8749502838411818e-05	0.38078872199150304	-0.2297832598437232	0.5478108007566616	0.10548070324042358	0.04463659140976282
